scenario,year,powertrain,age,n,production_year,vmt_bucket,mpg,mpge,l_100km,l_100kme,ev_range,batt_kwh,uf,weight_lbs,n_year_powertrain,proportion,n_year,high_VMT_prop,vmt_old,vmt,production_ghg,has_ice,ev_range_estim,uf_from_range,uf_real,ghg_mile_gas,ghg_mile_electric,ghg_mile_combined,use_ghg
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,icev,43.0,251576.02521907707,1990.0,high,19.0829161448628,inf,12.3256843039327,0.0,0.0,0.0,,,,,,,4785.886064168795,4382.192330056035,0.0,1.0,,0,0,0.46586171277565586,0.0,0.46586171277565586,513591354.7370545
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,phev,43.0,0.0,1990.0,high,,,,,,,,,,,,,4785.886064168795,4382.192330056035,0.0,1.0,,,,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,bev,44.0,0.0,1989.0,high,,,,,,,,,,,,,4382.192330056035,3976.23943905796,0.0,0.0,,1,1,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,hev,44.0,0.0,1989.0,high,,,,,,,,,,,,,4382.192330056035,3976.23943905796,0.0,1.0,,0,0,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,icev,44.0,248796.74556388136,1989.0,high,18.9298531492139,inf,12.4253473149509,0.0,0.0,0.0,,,,,,,4382.192330056035,3976.23943905796,0.0,1.0,,0,0,0.4696285771434616,0.0,0.4696285771434616,464592013.5427114
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,phev,44.0,0.0,1989.0,high,,,,,,,,,,,,,4382.192330056035,3976.23943905796,0.0,1.0,,,,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,bev,45.0,0.0,1988.0,high,,,,,,,,,,,,,3976.23943905796,3568.0273911745894,0.0,0.0,,1,1,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,hev,45.0,0.0,1988.0,high,,,,,,,,,,,,,3976.23943905796,3568.0273911745894,0.0,1.0,,0,0,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,icev,45.0,246525.77219726657,1988.0,high,18.587925987298,inf,12.6539130917957,0.0,0.0,0.0,,,,,,,3976.23943905796,3568.0273911745894,0.0,1.0,,0,0,0.4782674520048635,0.0,0.4782674520048635,420689171.9901988
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,phev,45.0,0.0,1988.0,high,,,,,,,,,,,,,3976.23943905796,3568.0273911745894,0.0,1.0,,,,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,bev,46.0,0.0,1987.0,high,,,,,,,,,,,,,3568.0273911745894,3157.5561864059214,0.0,0.0,,1,1,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,hev,46.0,0.0,1987.0,high,,,,,,,,,,,,,3568.0273911745894,3157.5561864059214,0.0,1.0,,0,0,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,icev,46.0,244665.4349421238,1987.0,high,19.3732486815958,inf,12.1409683974916,0.0,0.0,0.0,,,,,,,3568.0273911745894,3157.5561864059214,0.0,1.0,,0,0,0.45888018814548764,0.0,0.45888018814548764,354505529.6527549
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,phev,46.0,0.0,1987.0,high,,,,,,,,,,,,,3568.0273911745894,3157.5561864059214,0.0,1.0,,,,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,bev,47.0,0.0,1986.0,high,,,,,,,,,,,,,3157.5561864059214,2744.825824751956,0.0,0.0,,1,1,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,hev,47.0,0.0,1986.0,high,,,,,,,,,,,,,3157.5561864059214,2744.825824751956,0.0,1.0,,0,0,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,icev,47.0,243137.94426052363,1986.0,high,18.4765982645919,inf,12.7301571767542,0.0,0.0,0.0,,,,,,,3157.5561864059214,2744.825824751956,0.0,1.0,,0,0,0.48114917436055205,0.0,0.48114917436055205,321105154.0205879
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,phev,47.0,0.0,1986.0,high,,,,,,,,,,,,,3157.5561864059214,2744.825824751956,0.0,1.0,,,,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,bev,48.0,0.0,1985.0,high,,,,,,,,,,,,,2744.825824751956,2329.836306212712,0.0,0.0,,1,1,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,hev,48.0,0.0,1985.0,high,,,,,,,,,,,,,2744.825824751956,2329.836306212712,0.0,1.0,,0,0,,,0.0,0.0
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,icev,48.0,241881.08054498085,1985.0,high,18.0886072638606,inf,13.0032122743871,0.0,0.0,0.0,,,,,,,2744.825824751956,2329.836306212712,0.0,1.0,,0,0,0.4914695681276367,0.0,0.4914695681276367,276964393.6938077
eco_driving=default;charging=default;use_vmt=default;used_market_target_perc=default;production_ghg_cost_ice=default;production_ghg_cost_body=default;production_ghg_cost_kwh=default;veh_mpg=default;veh_mpge=default;new_powertrain_prop=default;electricity_ghg_kwh=default;gas_ghg_gallon=default,8,phev,48.0,0.0,1985.0,high,,,,,,,,,,,,,2744.825824751956,2329.836306212712,0.0,1.0,,,,,,0.0,0.0
